Ticker,Training Data Size,Test Data Size,Accuracy,train_true,train_false,coef,intercept
DOID.JK,967,241,0.5560165975103735,365,602,[-0.00635565 -0.00302561  0.03312529  0.04754942 -0.00280907 -1.03206771],-0.49798867707481
DPNS.JK,968,241,0.6058091286307054,261,707,[ 0.02058693  0.01359841 -0.0152375  -0.00188031 -0.03199397 -1.41110964],-1.0024503353483218
DPUM.JK,508,126,0.8015873015873016,135,373,[-0.1335644   0.05959247 -0.01451896 -0.01422012  0.0521592   0.09313095],-1.0412176366072985
DRMA.JK,247,61,0.5245901639344263,99,148,[-0.03175608 -0.01027007 -0.08591831 -0.22764425 -0.02269887 -0.61148058],-0.43488087151474825
DSFI.JK,964,240,0.6916666666666667,315,649,[-0.25349539  0.00360294  0.00666278 -0.02380024  0.00312867 -2.24271705],-0.7189006262699519
DSNG.JK,966,241,0.6016597510373444,345,621,[-0.07058244  0.01693233  0.01224385 -0.01227404 -0.00387143 -0.18655196],-0.5898914919511442
DSSA.JK,904,225,0.9111111111111111,126,778,[0.09493752 0.01437955 0.03836544 0.00297136 0.0004306  0.00900832],-1.8258034164230426
DUCK.JK,567,141,0.7446808510638298,193,374,[ 0.19639313 -0.03405184  0.10341325  0.04270192  0.00192935  0.68285794],-0.6603705965017858
DUTI.JK,884,220,0.6545454545454545,184,700,[-0.06199783  0.03522743 -0.01576258  0.01273657  0.00274945 -0.05768246],-1.3311929531516147
DVLA.JK,967,241,0.6804979253112033,307,660,"[-1.63748418e-05 -4.85513908e-04  6.27094367e-03 -2.02315169e-04
  4.39917734e-04 -7.78797900e-04]",-0.010355492704773775
DWGL.JK,966,241,0.6016597510373444,340,626,"[-1.61358278e-02  9.76340920e-04  5.87912696e-04 -1.07829903e-02
  3.27049703e-04 -1.28690532e+00]",-0.6089470020424473
DYAN.JK,910,227,0.6343612334801763,282,628,[-0.17375057 -0.06536652  0.10775066 -0.05936604 -0.00443239 -1.24155753],-0.7977644804420114
EAST.JK,729,182,0.6428571428571429,242,487,[ 0.04769967 -0.00763127 -0.01204123  0.03116288 -0.05133156 -0.71408198],-0.6960091276694598
ECII.JK,938,234,0.8162393162393162,107,831,[-0.08482898 -0.00115959 -0.00153985 -0.0371135   0.00499538  0.01952745],-2.0510544623858262
EDGE.JK,417,104,0.8269230769230769,142,275,[-0.06925065 -0.05978269 -0.12906308  0.05098871  0.01007715 -1.30983471],-0.6719132236053054
EKAD.JK,968,241,0.7136929460580913,375,593,[-0.01055649 -0.00667249 -0.01554128 -0.05831845 -0.03673528 -0.92415839],-0.4499670229764972
ELIT.JK,40,9,0.3333333333333333,19,21,[-0.01161643 -0.34991627 -0.33396497 -0.01141375 -0.03444411 -0.260742  ],-0.07446863061032626
ELPI.JK,126,31,0.6774193548387096,44,82,[-0.00776716 -0.12316914 -0.3096413  -0.32684249 -0.09160642 -0.83068913],-0.6354240433244807
ELSA.JK,967,241,0.5684647302904564,378,589,"[-8.09183927e-02 -1.04610790e-01 -1.58207397e-04 -2.60578091e-02
 -1.28566000e-02 -1.08647316e+00]",-0.44032096833325624
EMDE.JK,948,237,0.6877637130801688,166,782,[-0.16519463 -0.04933247  0.05134707  0.0051904   0.01293037 -0.06708273],-1.5641960227560652
EMTK.JK,968,241,0.6224066390041494,280,688,[ 0.095159   -0.02113923 -0.0065935  -0.01753516 -0.00380725 -0.62004017],-0.8907737869645824
ENAK.JK,220,54,0.5740740740740741,95,125,[ 0.044827   -0.03578071 -0.13726224  0.10638168  0.00432718  1.69002366],-0.30281246924970734
ENRG.JK,939,234,0.5854700854700855,292,647,[ 0.15696519 -0.06093983 -0.00872504 -0.01120661  0.00081214 -0.56473362],-0.7938806677207381
ENVY.JK,264,66,0.9242424242424242,84,180,[0.45688521 0.48287626 0.03920305 0.06313019 0.11721552 1.28518902],-0.7625978723117628
ENZO.JK,272,68,0.7794117647058824,67,205,[ 0.01065339  0.01355392  0.07730023  0.10760195 -0.00639585 -0.93915323],-1.1131806034003073
EPAC.JK,312,77,0.8571428571428571,85,227,[ 0.01756908  0.08015136 -0.05680026 -0.11999844 -0.04750716 -0.53427732],-0.9858401625794848
EPMT.JK,967,241,0.6182572614107884,275,692,"[-8.47475495e-03 -2.68405976e-05  9.44962894e-03 -4.45313527e-02
 -1.32864915e-03 -5.87920999e-01]",-0.9214271614730445
ERAA.JK,968,241,0.6058091286307054,399,569,"[-2.83076167e-02 -4.65359421e-03 -1.08845039e-02  7.83083537e-04
 -5.77846239e-03 -9.36242001e-01]",-0.34916862362018064
ERTX.JK,967,241,0.6307053941908713,310,657,"[-4.76600297e-01  8.77570940e-04  1.28944415e-02  6.29059327e-03
  1.83054520e-02 -1.94028095e+00]",-0.7506947904372713
ESIP.JK,656,163,0.7791411042944786,218,438,[-0.15047518  0.00138137  0.0188588   0.01988228  0.00457978 -0.10900578],-0.6955706431160631
ESSA.JK,967,241,0.5767634854771784,376,591,"[-3.51782654e-02  6.04379768e-04 -4.27353779e-02 -8.21617175e-03
  7.04829985e-03 -1.03909650e+00]",-0.44935045308130184
ESTA.JK,592,148,0.6824324324324325,222,370,[-0.01378156 -0.11929501  0.00698542 -0.00265961  0.00110865 -0.56727313],-0.5193470671973036
ESTI.JK,911,227,0.8193832599118943,282,629,[-0.01954135 -0.0262048   0.01477795  0.01313709 -0.00518934 -0.54603662],-0.8022602027585907
ETWA.JK,598,149,0.5704697986577181,176,422,[ 0.44171724  0.01668781 -0.00263795  0.27084624 -0.03502829 -1.433045  ],-0.8831407270562041
EURO.JK,126,31,0.3870967741935484,69,57,[ 0.12307453 -0.32685831  0.71131605  0.09166216  0.05622096 -0.29631945],0.20469003498955884
EXCL.JK,967,241,0.5975103734439834,400,567,[-0.16512828 -0.06955327 -0.00544342 -0.04733223  0.00481655 -0.41070975],-0.3531577407593515
FAPA.JK,436,109,0.6146788990825688,189,247,[-0.00629329 -0.65495019 -1.01004075 -0.34210896 -0.01465725 -1.23363728],-0.2591252523223627
FAST.JK,968,241,0.7385892116182573,288,680,[-0.18795897  0.03870473 -0.01816975 -0.02002484  0.00472966 -1.14781542],-0.8536242691441636
FASW.JK,818,204,0.8480392156862745,189,629,[ 0.01704644 -0.04645734  0.01956568 -0.0413971  -0.02016467  0.07080179],-1.2017117799479826
FILM.JK,920,230,0.5304347826086957,369,551,[ 0.50007288  0.02714181 -0.00756681 -0.16323792  0.01173412  0.23467022],-0.3996782309366796
FIMP.JK,384,95,0.7157894736842105,118,266,[ 0.04566633  0.00636108  0.12293778  0.01827348  0.04859154 -0.93730618],-0.8224278579972203
FIRE.JK,967,241,0.7302904564315352,312,655,[-0.0621022  -0.00930114  0.0182571   0.13052624  0.00243631 -0.34531646],-0.748704387641125
FISH.JK,966,241,0.7717842323651453,136,830,[ 0.16001791 -0.00918743  0.00038683 -0.04094561 -0.01597477  0.32839148],-1.8268088099058317
FITT.JK,744,186,0.6505376344086021,239,505,[ 0.17783657  0.01979588 -0.09326496 -0.03566433  0.00238528 -0.20006451],-0.7568930328156755
FLMC.JK,200,49,0.7959183673469388,71,129,[ 0.16261106 -0.22320708  0.04580905  0.01565625 -0.01375947  1.18421361],-0.5963736634463218
FMII.JK,901,225,0.6977777777777778,205,696,[-0.2510166   0.05288783  0.05926084 -0.05322899  0.00117731  0.05436442],-1.2406455138245478
FOOD.JK,831,207,0.6231884057971014,259,572,[-0.22570575 -0.03005225 -0.04696796  0.00749794 -0.02072976  0.05531978],-0.7913397916401967
FORU.JK,960,240,0.6666666666666666,232,728,[-0.03946867  0.02718002 -0.01927043  0.00250741 -0.0163236  -1.33016237],-1.149722433348654
FORZ.JK,319,79,0.810126582278481,115,204,[-0.006614    0.0143396  -0.19697536  0.29719329  0.04056687  0.43346765],-0.596224436451422
FPNI.JK,967,241,0.6265560165975104,344,623,"[-1.45921284e-01  9.11519665e-02 -1.60428456e-02  3.04959259e-02
  1.25565319e-04 -4.85380826e-01]",-0.5948888052321745
FREN.JK,967,241,0.7095435684647303,367,600,[-0.01169555  0.01338536  0.00918333 -0.00708483  0.00116285 -0.86358308],-0.4848697996084283
FUJI.JK,727,181,0.6574585635359116,279,448,"[-6.51394112e-02 -1.49152715e-02 -4.62183316e-02  6.34600682e-02
 -2.09388420e-03 -2.96490448e+00]",-0.4742442709892004
FUTR.JK,12,2,1.0,5,7,[-0.00578978  0.18805597  0.07770069  0.0463711  -0.07065124  0.01598037],-0.3264707409266344
FWCT.JK,26,6,0.5,6,20,"[-7.26769719e-04 -6.97430089e-02 -4.36847632e-02  3.05086339e-03
 -8.97947892e-01 -1.06613555e-01]",-1.3392951253456364
GAMA.JK,248,61,0.9836065573770492,34,214,[-0.00570749  0.03009491  0.03263517  0.05400399 -0.11170131 -1.50671109],-2.00398785301275
GDST.JK,967,241,0.6597510373443983,308,659,[-0.04256136 -0.05883938 -0.01407887  0.03028668  0.00144548 -1.26300588],-0.7655683392056262
GDYR.JK,891,222,0.6351351351351351,195,696,[-0.00266636  0.00047826  0.02706426  0.07916647 -0.002684   -0.16005121],-1.2741051961975318
GEMA.JK,966,241,0.7302904564315352,223,743,[-0.21694194 -0.00461858 -0.06529762  0.00429889  0.00237396 -1.17945983],-1.2043077060522156
GEMS.JK,492,123,0.6910569105691057,161,331,[-0.00805426 -0.06694938 -0.20211958 -0.12877724  0.00680822  0.80900393],-0.7201582353317789
GGRM.JK,967,241,0.5726141078838174,418,549,[-0.00805115  0.05255148  0.07133927 -0.03620101 -0.00452667 -0.17090731],-0.2717480551697153
GGRP.JK,688,171,0.6608187134502924,269,419,[-0.11664868 -0.03279843  0.01241769  0.00418419 -0.00888681 -0.826859  ],-0.4383640024946825
GHON.JK,967,241,0.6721991701244814,289,678,[-0.46735767 -0.00499088 -0.00167753 -0.00203113  0.00644511 -1.55786018],-0.8464403929377458
GIAA.JK,694,173,0.7687861271676301,241,453,[ 0.01873406 -0.00688113  0.00685581 -0.00370165 -0.0045791   0.39647159],-0.6325615672326598
GJTL.JK,967,241,0.6182572614107884,367,600,[-0.13408248  0.00887081  0.01623411 -0.019159    0.01399425 -0.19495553],-0.48689023319799873
GLOB.JK,967,241,0.6887966804979253,321,646,"[-5.27545113e-01 -1.43193573e-04 -9.93611141e-02 -1.81286365e-03
  4.22539357e-02 -6.71409450e-01]",-0.6976983842573036
GLVA.JK,634,158,0.5189873417721519,225,409,"[-2.10032493e-01 -9.46940195e-03 -7.27874007e-02  1.93202367e-03
 -4.02767701e-03 -2.33845430e+00]",-0.591927464731393
GMFI.JK,966,241,0.7676348547717843,313,653,[-0.00309218  0.01641567 -0.03447727 -0.0120861   0.00510615 -0.84168341],-0.7315977095557865
GMTD.JK,603,150,1.0,71,532,[-0.15294259  0.09910706 -0.04705366 -0.09899484 -0.02831946 -0.36022625],-2.058955148610097
GOLD.JK,968,241,0.6431535269709544,296,672,[-0.41547805  0.0065167  -0.00795859 -0.01008657 -0.00345243 -2.62469901],-0.8316397575960378
GOOD.JK,884,221,0.6515837104072398,343,541,[-0.12261457 -0.14615291  0.34577953  0.03954916 -0.00222345 -0.25209624],-0.46091252906584
GOTO.JK,186,46,0.5652173913043478,67,119,[ 0.07226616 -0.01499929 -0.39886582  0.15193595 -0.05883232 -0.23062085],-0.5946006090966593
GPRA.JK,964,241,0.6680497925311203,281,683,"[-9.05483177e-02 -1.26528643e-02 -2.63538235e-05 -3.43345023e-02
  9.41205656e-03 -2.13522383e+00]",-0.8934288291643467
GPSO.JK,306,76,0.6447368421052632,104,202,[-0.12424161  0.01016767  0.05934864  0.18122641 -0.00083362 -0.78495062],-0.6556048244985883
GSMF.JK,964,240,0.6916666666666667,272,692,[-0.3084714  -0.03661658 -0.00260182  0.05213826  0.00909622  0.07698493],-0.9460049675726873
GTBO.JK,511,127,0.6141732283464567,171,340,[-0.16464345 -0.00400452 -0.04379358 -0.22697983  0.0644064  -2.01966292],-0.6924659945352497
GTSI.JK,304,76,0.8552631578947368,80,224,[-0.07612175 -0.02124556  0.00516826  0.03946218  0.17340866  0.33479324],-1.041327355181934
GULA.JK,128,32,0.59375,63,65,[ 0.02684763 -1.09972159  0.30587863 -0.00777606 -0.01712651 -0.75336551],0.022280389725865726
GWSA.JK,965,241,0.6016597510373444,323,642,"[-4.45913635e-02 -1.54874198e-02 -9.94369033e-02  2.56349268e-02
  1.53932447e-03 -1.91452388e+00]",-0.6853561075691108
GZCO.JK,570,142,0.5845070422535211,153,417,[ 0.10084121 -0.0488291  -0.1602612   0.01316795  0.01694124 -1.19694439],-1.017993100996862
HAIS.JK,308,77,0.6233766233766234,110,198,[-0.08378797 -0.18569014 -0.00471161 -0.0312699  -0.05032071  0.10196903],-0.5826406923372953
HALO.JK,22,5,0.2,12,10,[ 0.05103869 -0.29837891  0.44330435  0.25853257 -0.70341029  0.16661478],0.35619484974024385
HATM.JK,133,33,0.5757575757575758,39,94,[-0.04888942  0.11757337 -0.176472   -0.3804129  -0.02962563 -0.21321132],-0.9046282718265796
HDFA.JK,957,239,0.6234309623430963,255,702,[-0.58745851 -0.01058636  0.07647839  0.0162576   0.00767544 -0.74204527],-1.0136439566824433
HDIT.JK,711,177,0.7796610169491526,243,468,[ 0.04578717  0.00327126  0.08285824 -0.05005359 -0.01224943 -0.3260057 ],-0.6692197916728111
HEAL.JK,968,241,0.5684647302904564,379,589,[ 0.00478231 -0.06873423  0.03227009  0.06981559 -0.00991088 -0.28116898],-0.44472116469954104
HELI.JK,966,241,0.6597510373443983,356,610,[-0.02282285 -0.00672466 -0.01167026 -0.00149523 -0.00221516 -1.46033262],-0.536130769231265
HERO.JK,966,241,0.6804979253112033,311,655,[-0.25369718 -0.07562737  0.016005    0.08925741  0.00203651 -1.82129769],-0.7574328574376122
HEXA.JK,967,241,0.6182572614107884,391,576,"[-1.23603227e-02  1.71645706e-05  1.38948801e-02  7.33135688e-03
  1.67503756e-02 -8.13731746e-01]",-0.3870413136614392
HILL.JK,10,2,0.0,7,3,[0.02815208 0.01239183 0.44804989 0.42992299 0.62320251 0.1167603 ],0.5625676850551329
HITS.JK,964,241,0.6846473029045643,258,706,"[-5.05227703e-01  1.03806089e-02 -1.58702857e-04  5.62956380e-02
 -3.19874516e-03 -8.97019216e-01]",-1.0056776100100129
HKMU.JK,658,164,0.7987804878048781,220,438,[ 0.09205345  0.00932345  0.01726472 -0.00325735  0.01809078 -0.77295431],-0.6837280645601866
HMSP.JK,968,241,0.6265560165975104,371,597,[-0.01896012  0.04522727  0.0166558  -0.01976353  0.00074153  0.35382256],-0.48300940756340704
HOKI.JK,968,241,0.6970954356846473,354,614,[-0.10400774 -0.00649874 -0.02075118  0.0206195   0.00402652 -0.43255084],-0.5484155976731405
HOME.JK,300,74,0.8108108108108109,99,201,[ 0.07365643 -0.04700419  0.03602733  0.01455881  0.01743035  0.2364246 ],-0.7077988932232459
HOMI.JK,496,123,0.5853658536585366,245,251,[ 0.20717952 -0.04682861 -0.04350134  0.3137184   0.0290123   1.30692194],-0.04317262302040811
HOPE.JK,315,78,0.8205128205128205,92,223,[ 0.01945964 -0.07859501 -0.00825165  0.008323    0.04270015  0.52911529],-0.8989031965934033
HOTL.JK,439,109,0.8807339449541285,143,296,[-0.1049385  -0.07745178 -0.00824103 -0.00376623  0.04610251 -0.42563396],-0.719603164375067
HRME.JK,747,186,0.7849462365591398,217,530,[ 0.62637863  0.01768192  0.11302682 -0.00647503 -0.03122987 -0.24921044],-0.8956641580687865
HRTA.JK,966,241,0.6473029045643154,350,616,[-0.02760954  0.00205985  0.01980685  0.09457481  0.00622324 -0.94474154],-0.5606177617719527
HRUM.JK,968,241,0.5518672199170125,370,598,[ 0.19973075  0.00796775 -0.02951163  0.00519581  0.04637285 -0.04955309],-0.4782882396190929
IATA.JK,308,77,0.7402597402597403,99,209,[-0.09252658 -0.10239124  0.11921706 -0.09328027  0.00747758  0.28990057],-0.7501395031913896
IBFN.JK,742,185,0.6756756756756757,184,558,"[-2.61461140e-01 -7.92123914e-04  1.56825310e-02  4.30369571e-02
 -9.13485196e-03 -1.02463222e+00]",-1.109280764262918
IBOS.JK,179,44,0.5454545454545454,65,114,[ 0.06456843  0.01358229  0.1774436  -0.19494559 -0.07416965  0.13304537],-0.5638408432678295
IBST.JK,738,184,0.782608695652174,100,638,[ 0.30892365  0.01250659 -0.02012338  0.12439954 -0.01160802  0.00589189],-1.8749755557955459
ICBP.JK,967,241,0.5477178423236515,421,546,[-0.1319166  -0.01273363 -0.00477294  0.0499805  -0.00195755 -1.18982441],-0.26055287532303434
ICON.JK,967,241,0.7593360995850622,305,662,"[-3.53200788e-01  9.37978395e-03 -4.71281822e-02 -1.79851484e-02
 -5.27454377e-04 -3.03540386e+00]",-0.7919367809432353
IDEA.JK,304,75,0.6133333333333333,103,201,[-0.04255991 -0.0045312   0.0067846   0.05435674 -0.0467905   0.0055636 ],-0.6614249908940676
IDPR.JK,967,241,0.6182572614107884,270,697,[-0.02299046 -0.00238355  0.00466835 -0.10985885  0.00389598 -0.91071075],-0.9511568026811971
IFII.JK,641,160,0.575,239,402,[-0.06709154  0.04228936  0.00463945  0.03408493  0.02173366 -0.96970434],-0.5225719408422986
IFSH.JK,644,160,0.6625,202,442,"[ 8.72399090e-02 -3.18785489e-02 -1.06935687e-01  4.24850811e-04
 -4.64641561e-02 -9.27435785e-01]",-0.7928727701823354
IGAR.JK,967,241,0.6514522821576764,365,602,"[-4.21053105e-02 -1.24229106e-04  2.07821886e-03 -9.01217650e-04
  2.01281590e-03 -2.22691457e+00]",-0.49271268764609816
IIKP.JK,247,61,0.8852459016393442,90,157,[ 0.05492633  0.00819925  0.04591466  0.46250409 -0.06079516  0.03867363],-0.5935620977594387
IKAI.JK,379,94,0.8404255319148937,109,270,[ 0.08451994  0.04951432  0.02047503  0.0109585  -0.01055408 -0.27379902],-0.9205014480646393
IKAN.JK,607,151,0.7284768211920529,193,414,[ 0.20531151  0.02702045  0.04548886  0.04459195 -0.0266549  -0.16627516],-0.7777695690437048
IKBI.JK,967,241,0.6556016597510373,268,699,"[-2.28034686e-01 -8.76853594e-02 -2.27348034e-04  2.23987906e-03
  3.99060151e-03 -2.27121067e+00]",-0.9672105104893242
IMAS.JK,967,241,0.5228215767634855,360,607,[-0.00284154  0.00051139  0.01019425 -0.0378512  -0.00740264  0.18012376],-0.523483903851779
IMJS.JK,967,241,0.5850622406639004,325,642,[-0.0891047  -0.00356829 -0.00575035 -0.00779046 -0.02407854 -0.11294917],-0.6812934655016731
IMPC.JK,967,241,0.6431535269709544,374,593,[ 0.01250237 -0.01185236 -0.07187239 -0.03214539 -0.00216511  0.07408785],-0.45839574828465973
INAF.JK,967,241,0.7012448132780082,350,617,[0.31670523 0.00903474 0.00984338 0.14616998 0.00955242 0.52589534],-0.5729245224628636
INAI.JK,965,241,0.7302904564315352,341,624,"[-2.18017774e-01  9.82479345e-06 -1.06940734e-02  3.96578005e-02
  4.15387196e-03 -3.22580041e+00]",-0.5993378637635147
INCF.JK,828,207,0.7729468599033816,249,579,[ 0.6560139   0.01813941 -0.06185131  0.21563926  0.04132497 -1.15031086],-0.8621035138451115
INCI.JK,967,241,0.6431535269709544,347,620,[-0.30503287 -0.04985953  0.03955754 -0.02600407 -0.00182917 -1.81590162],-0.5695295253383194
INCO.JK,967,241,0.5684647302904564,410,557,[-0.00238559  0.02630299 -0.01764624 -0.02963206 -0.01078936  0.62984518],-0.3066820388351655
INDF.JK,967,241,0.5767634854771784,417,550,[-0.13388891  0.00140238  0.00582648  0.00784122  0.00126355  0.08138753],-0.27631147264915046
INDO.JK,625,156,0.6346153846153846,243,382,[ 0.03964026  0.09674703 -0.00460521  0.00951729  0.00109411 -0.38491891],-0.46086590414501916
INDR.JK,967,241,0.6307053941908713,368,599,[-0.00422595  0.12311831 -0.01828373 -0.02868347 -0.02200566 -0.07689696],-0.4802939828086946
INDS.JK,967,241,0.5975103734439834,344,623,"[-6.64126362e-02 -1.65081343e-05 -4.00568059e-04 -8.30759922e-02
 -4.99683742e-04 -1.63038203e+00]",-0.5939495917931082
INDX.JK,956,238,0.6890756302521008,283,673,"[-7.28650145e-03  2.12334776e-02  8.02219344e-04 -1.18026372e-02
 -2.36232561e-02 -1.42592675e+00]",-0.8728954770449062
INDY.JK,967,241,0.5269709543568465,405,562,[-0.0731437  -0.03391097 -0.02525376 -0.00298612  0.0259336   0.03410341],-0.3327178636609388
INKP.JK,967,241,0.6058091286307054,396,571,"[-6.44015108e-02  6.81438988e-02 -3.29137887e-02  5.50832663e-02
 -2.32227373e-04 -3.30123611e-01]",-0.36047854168680443
INOV.JK,728,182,0.6538461538461539,277,451,[-0.17447177  0.01178733  0.08868417 -0.00695789  0.01079547 -1.3498182 ],-0.4846792384446285
INPC.JK,953,238,0.7394957983193278,249,704,"[-1.28579149e-01  1.63963755e-02  4.72993190e-03  1.05596579e-01
 -4.59387740e-04 -1.37529383e+00]",-1.0368813961181496
INPP.JK,962,240,0.6958333333333333,210,752,[-0.52479954 -0.01806747  0.01001135 -0.01754205  0.00267808 -1.71307071],-1.274763750264069
INPS.JK,967,241,0.7510373443983402,266,701,[ 0.68296235 -0.03025799  0.02665884  0.10887265  0.00448933 -0.42471576],-0.9599857191709843
INRU.JK,967,241,0.6597510373443983,206,761,[-0.11395986  0.09740884 -0.01657084 -0.02145154  0.00202415 -0.11548824],-1.3106596959536128
INTA.JK,815,203,0.7044334975369458,208,607,[-0.15347784  0.00453365  0.11013312 -0.03723557 -0.00296365 -1.36414985],-1.074497364022021
INTD.JK,967,241,0.6929460580912863,298,669,[-0.05092888 -0.02340856 -0.00706836 -0.00129649  0.00748208 -0.68086653],-0.8116381967477274
INTP.JK,967,241,0.5518672199170125,428,539,"[-4.37722214e-02 -1.66632928e-02  1.43276237e-02  7.98038624e-02
 -1.10036096e-04 -6.37087398e-01]",-0.22375002829567853
IPAC.JK,342,85,0.6470588235294118,114,228,[ 0.1957087  -0.04927517 -0.02932816 -0.00220654  0.00294941 -0.81521598],-0.7069138073560381
IPCC.JK,937,234,0.6239316239316239,348,589,[-0.00518117 -0.02799503  0.02352252  0.04710982 -0.00492648 -0.47572769],-0.5249015893548956
IPCM.JK,967,241,0.6804979253112033,358,609,[ 0.10008561  0.04102281 -0.02394405 -0.00275411 -0.0057466  -0.24923085],-0.5349094465291753
IPOL.JK,966,241,0.6390041493775933,336,630,[-0.09646777 -0.0202764  -0.00394243  0.0323009   0.00800697 -2.39575723],-0.6269829226241024
IPPE.JK,237,59,0.9322033898305084,86,151,[ 0.09774537 -0.08786525 -0.07133468  0.10194574 -0.03860443  0.00645966],-0.5825087401069602
IPTV.JK,726,181,0.7790055248618785,205,521,[-0.00129937 -0.00204443 -0.04153449  0.03108463  0.00419007 -0.54313452],-0.9385754345239294
IRRA.JK,673,168,0.6607142857142857,266,407,[-0.06088696  0.02268448 -0.07307438 -0.13009385  0.00623874  0.06995268],-0.4316641829133656
IRSX.JK,23,5,1.0,9,14,[ 0.01893587 -0.68302958 -0.31698979  0.38209968 -0.31100139  0.041643  ],-0.7205469939631548
ISAP.JK,56,13,0.6923076923076923,15,41,[-0.03240244 -0.10493904 -0.08307349  0.58989137  0.3081158   0.4707403 ],-1.0208249470803585
ISAT.JK,966,241,0.5435684647302904,391,575,[-0.00022296  0.00930309  0.0108396   0.00448322 -0.00252087  0.07588491],-0.3882118878435739
ISSP.JK,967,241,0.6431535269709544,357,610,"[-8.41658638e-02  3.31433938e-02  6.63496732e-04  3.13693881e-03
 -1.03156497e-04 -1.35284547e+00]",-0.5307023206202348
ITIC.JK,731,182,0.5989010989010989,282,449,[ 0.24575798 -0.05813951  0.0014381   0.01181561  0.01207747 -0.21318108],-0.4708876577796617
ITMA.JK,928,231,0.658008658008658,339,589,"[-9.08764704e-06  6.59701360e-05 -1.71301128e-03  1.15178773e-04
  8.33076812e-04 -1.05277260e-04]",-0.002518013465363225
ITMG.JK,967,241,0.49377593360995853,443,524,[ 0.049544    0.00092063 -0.03391375  0.00748614 -0.00832273  0.39815634],-0.164005287387788
JARR.JK,128,31,0.7741935483870968,36,92,[-0.03154875  0.03883235  0.15715567  0.56395109  0.00506952  0.52140699],-0.9684008687012862
JAST.JK,759,189,0.671957671957672,252,507,[ 0.5453225  -0.01540584 -0.05040945  0.13445711 -0.01282474  0.3074595 ],-0.7115924996378892
JAWA.JK,967,241,0.6597510373443983,279,688,[-0.13382459 -0.00212756 -0.00798747 -0.02032581  0.00277542 -1.17726768],-0.8977976103442502
JAYA.JK,807,201,0.6218905472636815,284,523,[-0.21642511 -0.00143679  0.13511617  0.09790195 -0.01061648 -0.78899018],-0.6073320809373444
JECC.JK,831,207,0.7729468599033816,107,724,[-0.35682726 -0.00589583 -0.01671966  0.0106813   0.00737767 -0.03845848],-1.9056193631110208
JIHD.JK,968,241,0.6597510373443983,230,738,[-0.1910365  -0.0277532   0.01220608  0.0130759  -0.06266892 -1.65802076],-1.1874342316037845
JKON.JK,960,240,0.5875,195,765,[-0.29052113 -0.03104231  0.002342   -0.02329312  0.00848445 -1.14389752],-1.3687006323097826
JKSW.JK,192,48,0.8125,58,134,[-0.07610402 -0.01794773 -0.05587949 -0.81918981  0.03234488 -1.4452685 ],-0.8968958147975095
JMAS.JK,967,241,0.7178423236514523,256,711,[-0.43012326  0.00375532 -0.00356538  0.07054587  0.01784523 -2.00926115],-1.0201679654316338
JPFA.JK,968,241,0.5933609958506224,406,562,[-0.02605909 -0.01069056  0.00666287 -0.00450633  0.00160788 -0.04532756],-0.32198040120043353
JRPT.JK,967,241,0.6721991701244814,317,650,"[-2.44964527e-04  2.97881086e-02  3.50584602e-02 -1.67197809e-02
  3.72856070e-02 -9.66216367e-01]",-0.7107765727927563
JSKY.JK,831,207,0.7681159420289855,290,541,[ 0.0013839   0.05455256  0.00455259  0.01534481 -0.0009118  -0.00504135],-0.6245461279953619
JSMR.JK,967,241,0.6182572614107884,421,546,[-0.08653064 -0.02885436 -0.02639693 -0.01654038  0.01674279  0.12162064],-0.2658243514438476
JSPT.JK,941,235,0.851063829787234,108,833,[-0.1209367   0.02848769  0.00289376  0.05382794 -0.00178926 -1.71152866],-2.0603894577183217
JTPE.JK,968,241,0.7302904564315352,297,671,"[ 3.75301460e-01  3.82145523e-04  3.00103033e-03 -2.79730656e-01
  3.35829309e-02  6.87083991e-01]",-0.8437139563120488
KAEF.JK,967,241,0.6970954356846473,341,626,[ 0.11018236  0.02604575 -0.05061561  0.0120976   0.00468925 -0.08529465],-0.6099757147657741
KARW.JK,946,236,0.7033898305084746,291,655,[-0.02578095 -0.0020821  -0.01183865 -0.09142709 -0.00169868 -1.22919545],-0.806698416994224
KAYU.JK,537,134,0.8582089552238806,158,379,[-0.33770707  0.12353817  0.008237   -0.01824025  0.00605392 -0.40097533],-0.8824954633344748
KBAG.JK,294,73,0.9452054794520548,69,225,[ 0.20534411 -0.00966199  0.15273108  0.36400285 -0.08906793 -0.26565574],-1.190556003529671
KBLI.JK,968,241,0.6556016597510373,326,642,[-0.12087126 -0.00246766  0.01364879 -0.08477338 -0.00122306 -1.12817942],-0.6745812064774511
KBLM.JK,967,241,0.6265560165975104,363,604,[-0.31908304  0.01837905 -0.00299724 -0.0137469  -0.0222855  -2.93118097],-0.5012817215398715
KBLV.JK,965,241,0.6846473029045643,263,702,[-0.20352378 -0.0071409  -0.01092744  0.00298166  0.00184562  0.01438521],-0.9889903205405022
KDSI.JK,967,241,0.6348547717842323,364,603,"[-1.43813769e-01 -1.43284983e-03 -6.12502258e-03 -5.98772650e-03
 -3.65283108e-03 -1.52038228e+00]",-0.5023171740197052
KDTN.JK,73,18,0.6111111111111112,25,48,[-0.02406973 -0.18650042  1.06202032  0.4503364   0.03516343 -0.28244731],-0.6157360377312195
